soldierId,bestSoldierPerc
47734,0.4042797566333131
47735,0.48836912530832594
47736,0.1735984751134812
47737,0.29570720185478344
47738,0.2889883399626733
47739,0.1587303097922405
47740,0.2687731531384135
47741,0.25074631618496984
47742,0.736450857078623
47743,0.36537291169519376
47744,0.7563114711624688
47745,0.1324854555370017
47746,0.31831131007972696
47747,0.38592592367667117
47748,0.3435416588073366
47749,0.6026277623084302
47750,0.6949030038480228
47751,0.6163462374781519
47752,0.26037082826212704
47753,1.0305943221071339
47754,0.2408388953129315
47755,0.29701420445225996
47756,0.2070337792790144
47757,1.247295755931934
47758,0.25827865594943294
47759,0.41324537675314404
47760,0.5313098791799487
47761,0.5715515790167296
47762,0.7405607408133326
47763,0.3400159364444106
47764,0.9621813368151511
47765,0.8705617497428533
47766,0.23074967697112753
47767,0.22322458795114025
47768,0.6273829531664854
47769,0.3610241130835083
47770,0.6910128024854287
47771,0.3742803379290331
47772,0.5937203363420984
47773,0.510431208498122
47774,0.19104864400885074
47775,0.17057031466801348
47776,1.2231635390746394
47777,0.43208185471813815
47778,0.30934751876282424
47779,0.7169306210658417
47780,0.46048062481089885
47781,0.4325167520086232
47782,0.280573840182238
47783,0.6370890489567278
47784,0.8672619537986104
47785,0.26509486609702376
47786,0.1617047926801813
47787,0.5237386936908954
47788,0.32220854630884194
47789,0.2420720459974008
47790,0.6729526701186825
47791,0.265384844958053
47792,0.6396046618907889
47793,0.3103840008115814
47794,0.3193227711374204
47795,0.9264462228038324
47796,0.8346196935357033
47797,0.7740228046860798
47798,0.2666102437211854
47799,0.39238397683517706
47800,0.6951445162444865
47801,0.5345625413924775
47802,0.6102212521327928
47803,0.2146455223615777
47804,0.45012699155851016
47805,0.30241192390013955
47806,0.5480840643683618
47807,0.2454560598083862
47808,1.0132610770720427
47809,0.6918906881678255
47810,0.22880498554815448
47811,0.8572038296641609
47812,0.35037283257830526
47813,0.2578004077702403
47814,0.1897100122641901
47815,0.6484255465430837
47816,0.20565224265463217
47817,0.682934595078839
47818,0.6048231412205631
47819,0.24779827081425748
47820,0.21770337576906212
47821,1.0348125711635092
47822,0.2013938138451991
47823,0.22718819840717303
47824,0.28300957673749544
47825,1.1786058469916332
47826,0.3449856402321075
47827,0.3322707974605614
47828,0.6547553847738714
47829,0.4812724401363992
47830,0.9433765256185713
47831,0.6468599402496966
47832,0.6081567183753529
47833,0.5687475561361517
47834,0.7708878386227682
47835,0.6410543119367811
47836,0.3039551912450536
47837,0.7683586777374329
47838,0.7192507529550725
47839,0.49014450673113424
47840,0.2394999371137277
47841,0.29289106176447127
47842,0.7354500252870728
47843,0.669138922311626
47844,0.25019098618530783
47845,0.6042943238257235
47846,0.2875284337080472
47847,0.22933125634556745
47848,0.1778279454658513
47849,0.7508128503925491
47850,0.5126202031793277
47851,0.9912609858154104
47852,0.9080505194220494
47853,0.14214759349664247
47854,0.28768544971527404
47855,0.6042094622112082
47856,0.3779961088909695
47857,0.7351000486740458
47858,0.22329609020099034
47859,0.7141883089390324
47860,0.225216066901416
47861,0.7859045285661459
47862,0.9469539122756652
47863,0.3181630899071712
47864,0.19335879985004273
47865,1.047880855113475
47866,0.20914995815887766
47867,0.48432318075775765
47868,0.35399852948811056
47869,0.7989888883427938
47870,0.3584569249742989
47871,0.32074013092338555
47872,0.20473904743489407
47873,0.9191513846719315
47874,0.6837489872920661
47875,0.5509715550976189
47876,0.29765619467154997
47877,0.21393606630713663
47878,0.23829642993846928
47879,0.2484386266395487
47880,0.19733876020826052
47881,0.28590993526868563
47882,0.29330620856592676
47883,0.38694965936430575
115925,0.34949804647489774
115926,0.49650573214996147
115927,0.18908695554001625
115928,0.2502151013625234
115929,0.2344415046756772
115930,0.24351021165751435
115931,0.3413336733607894
115932,0.2420568202316557
115933,0.3752819362970358
115934,0.25584998110416274
115935,0.3037322125746212
115936,0.2217605288904047
115937,0.3095848679359913
115938,0.288761039722685
115939,0.25665682859476907
115940,0.5463071647068418
115941,0.8709828566517033
115942,0.267183288009249
115943,0.2912404566415379
115944,0.9493349396402255
115945,0.2636114963374612
115946,0.26550280787688113
115947,0.30382575239147563
115948,1.061677105187351
115949,0.37170283127242093
115950,0.2396101451823432
115951,0.5218264026295383
115952,0.5033564691376025
115953,0.767312600916833
115954,0.973373861543529
115955,0.8697318123654976
115956,0.7733933681841207
115957,0.6887534271139562
115958,0.2229732592955888
115959,0.7083817219050574
115960,1.3720847389640436
115961,0.7080624693684952
115962,0.24209398587321668
115963,0.5884632989218603
115964,0.5715223860169583
115965,0.3513744784016785
115966,0.33297293602234496
115967,1.0905552630061202
115968,0.4079183084373373
115969,0.3803734743568687
115970,0.8713374576452326
115971,0.4629617687101994
115972,0.8506290634929268
115973,0.2965619436302233
115974,0.752175037391962
115975,0.7863229113255179
115976,0.28756720311524125
115977,0.23018711186226642
115978,0.5560206663831195
115979,0.31691045599294915
115980,0.24502746227292344
115981,0.97379528329149
115982,0.17970796628459101
115983,0.33869590541371636
115984,0.1329588042649748
